trip duration,start time,stop time,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,user type,birth year,gender,start date,start time,end date,end time
00:05:31,2021-01-01 12:57:47.5460,2021-01-01 13:03:19.1820,3679,Bergen Ave,40.72210378668603,-74.07145500183104,3195,Sip Ave,40.73089709786179,-74.06391263008119,41696,Subscriber,1990,female,2021-01-01,12:57:47.546000,2021-01-01,13:03:19.182000
00:04:08,2021-01-01 12:59:56.4060,2021-01-01 13:04:04.5310,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3638,Washington St,40.7242941,-74.0354826,44968,Subscriber,1993,male,2021-01-01,12:59:56.406000,2021-01-01,13:04:04.531000
00:06:37,2021-01-01 13:02:05.0480,2021-01-01 13:08:42.9110,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3267,Morris Canal,40.7124188237569,-74.03852552175522,42343,Subscriber,1988,male,2021-01-01,13:02:05.048000,2021-01-01,13:08:42.911000
00:09:00,2021-01-01 13:02:42.8470,2021-01-01 13:11:43.0630,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,46926,Subscriber,1991,male,2021-01-01,13:02:42.847000,2021-01-01,13:11:43.063000
02:00:11,2021-01-01 13:04:18.0400,2021-01-01 15:04:29.0900,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3192,Liberty Light Rail,40.711242299999995,-74.0557013,46539,Customer,1969,unknown,2021-01-01,13:04:18.040000,2021-01-01,15:04:29.090000
02:00:10,2021-01-01 13:04:32.3550,2021-01-01 15:04:42.4130,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3192,Liberty Light Rail,40.711242299999995,-74.0557013,44452,Customer,1969,unknown,2021-01-01,13:04:32.355000,2021-01-01,15:04:42.413000
01:59:41,2021-01-01 13:04:43.9400,2021-01-01 15:04:25.3960,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3192,Liberty Light Rail,40.711242299999995,-74.0557013,40709,Customer,1969,unknown,2021-01-01,13:04:43.940000,2021-01-01,15:04:25.396000
00:03:23,2021-01-01 13:05:49.8280,2021-01-01 13:09:13.1580,3211,Newark Ave,40.72152515,-74.046304543,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,38392,Subscriber,1986,male,2021-01-01,13:05:49.828000,2021-01-01,13:09:13.158000
00:06:59,2021-01-01 13:06:05.6420,2021-01-01 13:13:04.9620,3194,McGinley Square,40.7253399253558,-74.06762212514876,3195,Sip Ave,40.73089709786179,-74.06391263008119,32095,Subscriber,1987,male,2021-01-01,13:06:05.642000,2021-01-01,13:13:04.962000
00:05:41,2021-01-01 13:06:35.6510,2021-01-01 13:12:16.8940,3638,Washington St,40.7242941,-74.0354826,3203,Hamilton Park,40.727595965999996,-74.044247311,39442,Subscriber,1998,male,2021-01-01,13:06:35.651000,2021-01-01,13:12:16.894000
00:22:23,2021-01-01 13:07:47.5460,2021-01-01 13:30:10.8580,3638,Washington St,40.7242941,-74.0354826,3186,Grove St PATH,40.71958611647166,-74.0431174635887,42838,Subscriber,1962,male,2021-01-01,13:07:47.546000,2021-01-01,13:30:10.858000
00:05:32,2021-01-01 13:13:32.5680,2021-01-01 13:19:05.4730,3202,Newport PATH,40.7272235,-74.03375890000001,3681,Grand St,40.71517767732029,-74.03768330812454,40756,Subscriber,1962,male,2021-01-01,13:13:32.568000,2021-01-01,13:19:05.473000
